ticker,report_period,report_date,period_end,period_end_to_report_days,original_eps_ttm,aligned_eps_ttm,currency,abs_change_pct,alignment_status,eps_source
ALIV-SDB.ST,2026-Q1,2026-04-17,2026-03-31,17.0,9.3,9.29,USD,0.10752688172044692,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ALIV-SDB.ST,2026-Q2,2026-07-17,2026-06-30,17.0,8.49,8.48,USD,0.1177856301531188,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ALLEI.ST,2024-Q1,2024-04-23,2024-03-31,23.0,3.24,3.23,SEK,0.30864197530864906,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ALLEI.ST,2024-Q2,2024-07-19,2024-06-30,19.0,4.91,4.89,SEK,0.4073319755600909,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ALLEI.ST,2024-Q3,2024-10-22,2024-09-30,22.0,5.31,5.29,SEK,0.3766478342749449,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ALLEI.ST,2024-Q4,2025-01-24,2024-12-31,24.0,4.88,4.87,SEK,0.20491803278688087,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ALLEI.ST,2025-Q1,2025-04-23,2025-03-31,23.0,6.25,6.23,SEK,0.3199999999999932,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ALLEI.ST,2025-Q2,2025-07-18,2025-06-30,18.0,4.52,4.51,SEK,0.22123893805309267,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ALLEI.ST,2025-Q3,2025-10-22,2025-09-30,22.0,3.91,3.91,SEK,0.0,yahoo_reconstructed_diluted_ttm,Yahoo Finance / trailingDilutedEPS reconstructed from quarterlyDilutedEPS
ALLEI.ST,2025-Q4,2026-01-27,2025-12-31,27.0,2.68,2.68,SEK,0.0,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ALLEI.ST,2026-Q1,2026-04-27,2026-03-31,27.0,2.27,2.27,SEK,0.0,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ALLEI.ST,2026-Q2,2026-07-17,2026-06-30,17.0,3.65,3.65,SEK,0.0,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ANOD-B.ST,2024-Q1,2024-04-25,2024-03-31,25.0,2.21,2.21,SEK,0.0,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ANOD-B.ST,2024-Q2,2024-07-12,2024-06-30,12.0,2.37,2.37,SEK,0.0,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ANOD-B.ST,2024-Q3,2024-10-24,2024-09-30,24.0,2.84,2.82,SEK,0.7042253521126767,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ANOD-B.ST,2024-Q4,2025-01-31,,,3.01,3.01,SEK,0.0,fallback_user_history,User-supplied historical EPS TTM fallback
ANOD-B.ST,2025-Q1,2025-04-25,2025-03-31,25.0,2.79,2.79,SEK,0.0,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ANOD-B.ST,2025-Q2,2025-07-14,2025-06-30,14.0,3.16,3.16,SEK,0.0,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ANOD-B.ST,2025-Q3,2025-10-24,2025-09-30,24.0,2.8,2.84,SEK,1.42857142857143,yahoo_reconstructed_diluted_ttm,Yahoo Finance / trailingDilutedEPS reconstructed from quarterlyDilutedEPS
ANOD-B.ST,2025-Q4,2026-02-03,2025-12-31,34.0,2.83,2.87,SEK,1.413427561837457,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ANOD-B.ST,2026-Q1,2026-04-28,2026-03-31,28.0,3.01,3.03,SEK,0.6644518272425255,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ANOD-B.ST,2026-Q2,2026-07-15,2026-06-30,15.0,2.39,2.4,SEK,0.41841004184099523,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ARJO-B.ST,2024-Q1,2024-04-18,2024-03-31,18.0,1.83,1.82,SEK,0.5464480874316944,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ARJO-B.ST,2024-Q2,2024-07-12,2024-06-30,12.0,1.89,1.88,SEK,0.5291005291005296,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ARJO-B.ST,2024-Q3,2024-10-17,2024-09-30,17.0,1.86,1.85,SEK,0.5376344086021511,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ARJO-B.ST,2024-Q4,2025-01-30,,,1.83,1.83,SEK,0.0,fallback_user_history,User-supplied historical EPS TTM fallback
ARJO-B.ST,2025-Q1,2025-04-29,2025-03-31,29.0,1.68,1.69,SEK,0.5952380952380958,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ARJO-B.ST,2025-Q2,2025-07-11,2025-06-30,11.0,1.58,1.58,SEK,0.0,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ARJO-B.ST,2025-Q3,2025-10-22,2025-09-30,22.0,1.61,1.6099999999999999,SEK,1.3791590368014366e-14,yahoo_reconstructed_diluted_ttm,Yahoo Finance / trailingDilutedEPS reconstructed from quarterlyDilutedEPS
ARJO-B.ST,2025-Q4,2026-01-30,2025-12-31,30.0,1.23,1.23,SEK,0.0,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ARJO-B.ST,2026-Q1,2026-04-22,2026-03-31,22.0,1.29,1.29,SEK,0.0,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ARJO-B.ST,2026-Q2,2026-07-14,2026-06-30,14.0,1.41,1.42,SEK,0.7092198581560291,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ASSA-B.ST,2024-Q1,2024-04-24,2024-03-31,24.0,12.94,12.94,SEK,0.0,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ASSA-B.ST,2024-Q2,2024-07-17,2024-06-30,17.0,13.25,13.24,SEK,0.07547169811320593,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ASSA-B.ST,2024-Q3,2024-10-23,2024-09-30,23.0,13.8,13.79,SEK,0.07246376811595334,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ASSA-B.ST,2024-Q4,2025-02-05,2024-12-31,36.0,14.08,14.08,SEK,0.0,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ASSA-B.ST,2025-Q1,2025-04-23,2025-03-31,23.0,13.18,13.18,SEK,0.0,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ASSA-B.ST,2025-Q2,2025-07-17,2025-06-30,17.0,13.08,13.09,SEK,0.07645259938837758,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ASSA-B.ST,2025-Q3,2025-10-21,,,13.22,13.22,SEK,0.0,fallback_user_history,User-supplied historical EPS TTM fallback
ASSA-B.ST,2025-Q4,2026-02-05,2025-12-31,36.0,13.23,13.23,SEK,0.0,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ASSA-B.ST,2026-Q1,2026-04-28,2026-03-31,28.0,14.21,14.2,SEK,0.07037297677692865,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ASSA-B.ST,2026-Q2,2026-07-17,2026-06-30,17.0,14.76,14.75,SEK,0.06775067750677363,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATCO-A.ST,2024-Q1,2024-04-24,2024-03-31,24.0,5.88,5.88,SEK,0.0,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATCO-A.ST,2024-Q2,2024-07-18,2024-06-30,18.0,6.03,6.03,SEK,0.0,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATCO-A.ST,2024-Q3,2024-10-23,2024-09-30,23.0,5.9,5.89,SEK,0.16949152542374024,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATCO-A.ST,2024-Q4,2025-01-28,2024-12-31,28.0,6.1,6.1,SEK,0.0,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATCO-A.ST,2025-Q1,2025-04-29,2025-03-31,29.0,6.0,5.98,SEK,0.33333333333332626,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATCO-A.ST,2025-Q2,2025-07-18,2025-06-30,18.0,5.77,5.75,SEK,0.3466204506065784,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATCO-A.ST,2025-Q3,2025-10-23,2025-09-30,23.0,5.67,5.66,SEK,0.17636684303350594,yahoo_reconstructed_diluted_ttm,Yahoo Finance / trailingDilutedEPS reconstructed from quarterlyDilutedEPS
ATCO-A.ST,2025-Q4,2026-01-27,2025-12-31,27.0,5.43,5.42,SEK,0.18416206261509738,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATCO-A.ST,2026-Q1,2026-04-28,2026-03-31,28.0,5.36,5.35,SEK,0.18656716417911706,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATCO-A.ST,2026-Q2,2026-07-16,2026-06-30,16.0,5.47,5.46,SEK,0.18281535648994127,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATCO-B.ST,2024-Q1,2024-04-24,2024-03-31,24.0,5.88,5.88,SEK,0.0,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATCO-B.ST,2024-Q2,2024-07-18,2024-06-30,18.0,6.03,6.03,SEK,0.0,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATCO-B.ST,2024-Q3,2024-10-23,2024-09-30,23.0,5.9,5.89,SEK,0.16949152542374024,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATCO-B.ST,2024-Q4,2025-01-28,2024-12-31,28.0,6.1,6.1,SEK,0.0,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATCO-B.ST,2025-Q1,2025-04-29,2025-03-31,29.0,6.0,5.98,SEK,0.33333333333332626,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATCO-B.ST,2025-Q2,2025-07-18,2025-06-30,18.0,5.77,5.75,SEK,0.3466204506065784,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATCO-B.ST,2025-Q3,2025-10-23,2025-09-30,23.0,5.67,5.66,SEK,0.17636684303350594,yahoo_reconstructed_diluted_ttm,Yahoo Finance / trailingDilutedEPS reconstructed from quarterlyDilutedEPS
ATCO-B.ST,2025-Q4,2026-01-27,2025-12-31,27.0,5.43,5.42,SEK,0.18416206261509738,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATCO-B.ST,2026-Q1,2026-04-28,2026-03-31,28.0,5.36,5.35,SEK,0.18656716417911706,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATCO-B.ST,2026-Q2,2026-07-16,2026-06-30,16.0,5.47,5.46,SEK,0.18281535648994127,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATRLJ-B.ST,2024-Q1,2024-04-12,2024-03-31,12.0,1.7781,-2.02,SEK,213.60440920083232,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATRLJ-B.ST,2024-Q2,2024-07-09,2024-06-30,9.0,1.8272,1.18,SEK,35.42031523642733,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATRLJ-B.ST,2024-Q3,2024-10-11,2024-09-30,11.0,1.8259,0.51,SEK,72.06856892491375,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATRLJ-B.ST,2024-Q4,2025-01-31,2024-12-31,31.0,1.7944,6.74,SEK,275.6130182790905,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATRLJ-B.ST,2025-Q1,2025-04-11,2025-03-31,11.0,1.645,1.422,SEK,13.556231003039517,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATRLJ-B.ST,2025-Q2,2025-07-04,2025-06-30,4.0,1.5806,1.118,SEK,29.267366822725542,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATRLJ-B.ST,2025-Q3,2025-10-10,2025-09-30,10.0,1.5651,1.71,SEK,9.258194364577346,yahoo_reconstructed_diluted_ttm,Yahoo Finance / trailingDilutedEPS reconstructed from quarterlyDilutedEPS
ATRLJ-B.ST,2025-Q4,2026-01-30,2025-12-31,30.0,1.558,1.31,SEK,15.917843388960204,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATRLJ-B.ST,2026-Q1,2026-04-10,2026-03-31,10.0,1.5436,0.72,SEK,53.3557916558694,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATRLJ-B.ST,2026-Q2,2026-07-03,2026-06-30,3.0,1.5472,0.91,SEK,41.18407445708376,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATT.ST,2023-Q4,2024-02-08,2023-12-31,39.0,2.33,2.33,SEK,0.0,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATT.ST,2024-Q1,2024-04-24,2024-03-31,24.0,2.56,2.55,SEK,0.390625000000009,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATT.ST,2024-Q2,2024-07-19,2024-06-30,19.0,2.48,2.45,SEK,1.209677419354831,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATT.ST,2024-Q3,2024-10-24,2024-09-30,24.0,2.51,2.51,SEK,0.0,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATT.ST,2024-Q4,2025-02-06,2024-12-31,37.0,2.86,2.85,SEK,0.3496503496503422,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATT.ST,2025-Q1,2025-05-07,2025-03-31,37.0,3.35,3.33,SEK,0.5970149253731348,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATT.ST,2025-Q2,2025-07-18,2025-06-30,18.0,3.66,3.64,SEK,0.5464480874316944,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATT.ST,2025-Q3,2025-10-24,2025-09-30,24.0,4.4,4.37,SEK,0.6818181818181874,yahoo_reconstructed_diluted_ttm,Yahoo Finance / trailingDilutedEPS reconstructed from quarterlyDilutedEPS
ATT.ST,2025-Q4,2026-02-05,2025-12-31,36.0,5.49,5.42,SEK,1.2750455373406244,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
ATT.ST,2026-Q1,2026-05-06,2026-03-31,36.0,5.91,5.88,SEK,0.5076142131979737,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
AXFO.ST,2024-Q1,2024-04-25,2024-03-31,25.0,11.33,11.27,SEK,0.5295675198587864,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
AXFO.ST,2024-Q2,2024-07-12,2024-06-30,12.0,11.08,11.02,SEK,0.5415162454873691,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
AXFO.ST,2024-Q3,2024-10-24,2024-09-30,24.0,10.96,10.91,SEK,0.4562043795620503,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
AXFO.ST,2024-Q4,2025-01-30,2024-12-31,30.0,10.16,10.11,SEK,0.4921259842519755,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
AXFO.ST,2025-Q1,2025-04-24,2025-03-31,24.0,9.65,9.6,SEK,0.518134715025914,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
AXFO.ST,2025-Q2,2025-07-11,2025-06-30,11.0,9.82,9.77,SEK,0.509164969450109,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
AXFO.ST,2025-Q3,2025-10-23,2025-09-30,23.0,9.8,9.809999999999999,SEK,0.1020408163265103,yahoo_reconstructed_diluted_ttm,Yahoo Finance / trailingDilutedEPS reconstructed from quarterlyDilutedEPS
AXFO.ST,2025-Q4,2026-01-29,2025-12-31,29.0,10.83,10.79,SEK,0.3693444136657518,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
AXFO.ST,2026-Q1,2026-04-23,2026-03-31,23.0,11.17,11.12,SEK,0.44762757385855606,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
AXFO.ST,2026-Q2,2026-07-15,2026-06-30,15.0,11.26,11.22,SEK,0.3552397868561203,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
AZA.ST,2024-Q1,2024-04-19,2024-03-31,19.0,12.9486,12.97,SEK,0.16526883215173735,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
AZA.ST,2024-Q2,2024-07-12,2024-06-30,12.0,13.1648,13.18,SEK,0.11545940690325794,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
AZA.ST,2024-Q3,2024-10-18,2024-09-30,18.0,13.5337,13.53,SEK,0.02733916076165615,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
AZA.ST,2024-Q4,2025-01-21,2024-12-31,21.0,14.33,14.32,SEK,0.06978367062107318,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
AZA.ST,2025-Q1,2025-04-15,2025-03-31,15.0,15.3017,15.27,SEK,0.20716652398100033,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
AZA.ST,2025-Q2,2025-07-11,2025-06-30,11.0,15.8996,15.85,SEK,0.3119575335228551,yahoo_trailing_diluted,Yahoo Finance / trailingDilutedEPS historical timeseries
AZA.ST,2025-Q3,2025-10-17,2025-09-30,17.0,16.6564,16.62,SEK,0.21853461732427434,yahoo_reconstructed_diluted_ttm,Yahoo Finance / trailingDilutedEPS reconstructed from quarterlyDilutedEPS
